row_id,date,customer_request,agent_reply,intent_truth,intent,confidence
209,2024-04-13,Wir warten immer noch auf die SNU-200. Warum keine Versandinfo?,"Guten Tag. Bitte entschuldigen Sie, dass Sie noch keine Informationen erhalten haben. Um den Status der SNU-200 abgleichen zu können, geben Sie uns bitte Ihre Bestellnummer an. Wir werden den Versandstatus umgehend klären.",Lieferstatus,Lieferstatus,1
210,2024-04-14,Anfrage Ersatzteil DM-500. Bitte Angebot schicken. Dringend!,"Guten Tag, gerne erstellen wir Ihnen ein Angebot. Da Ihre Anfrage sehr knapp gehalten ist, benötigen wir bitte die genaue Artikelnummer des benötigten Ersatzteils sowie die Seriennummer Ihrer DM-500, um den Vorgang bearbeiten zu können.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
211,2024-04-15,DXF import schlägt fehl bei SNU-200. Fehlermeldung: 'Error 0x0045'. Bitte um Lösung.,"Guten Tag, vielen Dank für die Angabe der Fehlermeldung. Dieser Fehler deutet oft auf eine fehlerhafte Dateistruktur hin. Bitte versuchen Sie, die DXF-Datei in einem Standard-CAD-Programm erneut als 'AutoCAD DXF' zu exportieren. Sollte dies nicht helfen, senden Sie uns bitte die Seriennummer Ihrer SNU-200.",Software-Problem,Technische Fehlermeldung,1
212,2024-04-15,"Sehr geehrte Kollegen, wir benötigen Unterstützung bei der CNCF-500. Ein Hydraulikschlauch ist ohne äußere Einwirkung geplatzt. Wir gehen von einem Materialfehler innerhalb der Garantiezeit aus. Bitte um Rückmeldung.",Guten Tag. Wir haben Ihren Hinweis zum Hydraulikschlauch der CNCF-500 erhalten. Bitte senden Sie uns zur Prüfung der Garantieansprüche ein Foto des defekten Schlauchs sowie die Seriennummer der Maschine zu. Wir werden den Vorfall nach Erhalt der Unterlagen umgehend mit unserer Technik abstimmen.,Garantie-Reklamation,Garantie-Reklamation,0.95
213,2024-04-18,"Moin, unsere FSL-300 macht Probleme. DXF-Import geht nicht, Programm geht einfach zu. Nervt echt, wir haben Auftragsschimmel im Lager. Bitte schnell melden!","Guten Tag. Wir verstehen die Dringlichkeit Ihrer Situation. Damit wir den Fehler bei Ihrer FSL-300 analysieren können, benötigen wir bitte die Seriennummer der Maschine und die Version der verwendeten Software. Bitte prüfen Sie zudem, ob die DXF-Dateien in einem Standardformat (z.B. R14 oder höher) vorliegen.",Software-Problem,Software-Problem,0.9
214,2024-04-19,"Sehr geehrte Damen und Herren, wir benötigen dringend ein Update zum Versandstatus unserer FSL-300 (Bestellnummer: 7721-B). Die Maschine ist für unseren Schichtwechsel am Montag essenziell.","Guten Tag. Ich habe den Status Ihrer Bestellung 7721-B geprüft. Die FSL-300 ist bereits auf dem Versandweg und befindet sich aktuell im Transit. Laut Sendungsverfolgung wird die Lieferung voraussichtlich am Montagmorgen bei Ihnen eintreffen. Wir hoffen, dass dies Ihre Produktionsplanung unterstützt.",Lieferstatus,Lieferstatus,1
215,2024-04-19,"Sehr geehrte Damen und Herren, wir haben die SNU-200 (Art.-Nr. SNU-X-10) bestellt, aber der Liefertermin ist verstrichen. Warum gibt es keine Versandmeldung?","Guten Tag. Wir bitten die Unannehmlichkeiten zu entschuldigen. Bitte nennen Sie uns zur Identifikation Ihres Vorgangs Ihre Bestellnummer. Wir werden prüfen, ob es zu einer Verzögerung in der Produktion oder beim Versand gekommen ist und Ihnen zeitnah Bescheid geben.",Lieferstatus,Lieferstatus,1
216,2024-04-19,"Die SNU-200 ist da, aber keiner weiß, wie man das Interface bedient. Wir brauchen dringend Hilfe/Unterweisung. Bitte schnell!","Guten Tag. Wir verstehen, dass eine schnelle Einarbeitung wichtig ist. Um die passende Unterweisung zu planen, benötigen wir bitte die Seriennummer Ihrer SNU-200 sowie die aktuelle Softwareversion der Steuerung. Wir melden uns umgehend mit Lösungsvorschlägen bei Ihnen.",Schulung,Schulung,1
217,2024-04-20,"Wir haben eine Bestellung für die HP-150 aufgegeben (Bestell-Nr: 55443), aber das Ersatzteil kam nicht an. Wo bleibt das Teil?",Guten Tag. Bitte entschuldigen Sie die Verzögerung. Wir prüfen umgehend den Status Ihrer Bestellung Nr. 55443 für die HP-150 in unserem Versandzentrum. Wir melden uns mit einem aktuellen Lieferstatus bei Ihnen.,Ersatzteil-Anfrage,Lieferstatus,0.9
218,2024-04-20,"Sehr geehrte Damen und Herren, wir haben bei unserer neu installierten CNCF-500 (Seriennummer: CF500-9982) festgestellt, dass der Hauptantrieb unregelmäßige Vibrationen aufweist. Da die Maschine erst vor drei Monaten geliefert wurde, gehen wir von einem Garantiefall aus. Bitte teilen Sie uns das weitere Vorgehen mit.","Guten Tag, vielen Dank für Ihre Nachricht. Um die Prüfung des Defekts einzuleiten, benötigen wir vorab ein kurzes Fehlerprotokoll sowie ein kurzes Video der Vibrationen. Sobald uns diese Informationen vorliegen, werden unsere Techniker den Sachverhalt im Rahmen der Gewährleistung prüfen und Sie über die nächsten Schritte informieren.",Garantie-Reklamation,Garantie-Reklamation,1
219,2024-04-21,"Hallo, ich habe am 12.03. eine SNU-200 bestellt (Art-Nr. 99-202-X). Ich habe bisher keine Versandbestätigung erhalten. Ist das Gerät schon unterwegs?","Guten Tag. Vielen Dank für Ihre Anfrage. Ich habe den Status Ihrer Bestellung zur SNU-200 geprüft. Das Gerät befindet sich aktuell noch in der Endmontage und der Versand wird voraussichtlich in den nächsten drei Werktagen vorbereitet. Sie erhalten automatisch eine Bestätigung, sobald die Ware unser Lager verlässt.",Lieferstatus,Lieferstatus,1
220,2024-04-21,Können wir für die CNCF-500 auch eine Nachschulung buchen? Die erste ist schon ein paar Monate her.,"Guten Tag. Ja, Nachschulungen können jederzeit gebucht werden. Bitte nennen Sie uns die Seriennummer der CNCF-500 und lassen Sie uns wissen, welche Themenbereiche (z.B. Wartung, Programmierung oder Fehlerbehebung) erneut vertieft werden sollen. Wir erstellen Ihnen dann gerne ein Angebot.",Schulung,Schulung,1
221,2024-04-21,Schulung für FSL-300 gesucht. Dringend!,"Guten Tag. Um Ihre Anfrage zur FSL-300 schnellstmöglich bearbeiten zu können, benötigen wir bitte die Seriennummer des Geräts sowie die Bestellnummer Ihrer letzten Lieferung. Sobald uns diese Daten vorliegen, prüfen wir die verfügbaren Termine für eine kurzfristige Schulung.",Schulung,Schulung,1
222,2024-04-22,"Moin, unser FSL-300 macht komische Geräusche beim Fräsen. Ich glaube, ein Lager ist durch. Könnt ihr mal schauen, was das kostet und ob ihr das auf Lager habt?","Moin. Um das richtige Lager für Ihre FSL-300 zu identifizieren, benötigen wir bitte die vollständige Seriennummer Ihrer Maschine. Sobald uns diese vorliegt, prüfen wir die Verfügbarkeit und senden Ihnen ein Angebot mit der voraussichtlichen Lieferzeit zu.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.9
223,2024-04-22,"Sehr geehrte Support-Abteilung, im Rahmen unserer jährlichen Revision an der DM-500 ist uns aufgefallen, dass wir für die Wartung der Hydraulikkomponenten eventuell nicht über das korrekte Spezialwerkzeug verfügen. Könnten Sie uns bitte mitteilen, welche Werkzeuge gemäß Wartungsplan für diesen Bereich zwingend erforderlich sind?","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Für die Hydraulik der DM-500 werden spezifische Drehmomentschlüssel und Entlüftungswerkzeuge benötigt. Damit wir Ihnen eine präzise Liste der erforderlichen Werkzeuge unter Berücksichtigung Ihrer Maschinenkonfiguration erstellen können, senden Sie uns bitte die Seriennummer Ihrer Einheit zu.",Wartung,Wartung,0.95
224,2024-04-23,Brauche Angebot für DM-500 Verschleißteile. Liste im Anhang (siehe PDF).,Guten Tag. Vielen Dank für Ihre Nachricht. Leider konnten wir den Anhang Ihrer E-Mail nicht öffnen oder er wurde nicht mit übermittelt. Bitte senden Sie uns die Liste der benötigten Verschleißteile sowie die Seriennummer der DM-500 noch einmal zu. Wir erstellen Ihnen dann umgehend das gewünschte Angebot.,Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
225,2024-04-24,Wir haben ein Problem mit der HP-150. Ein Teil ist gebrochen. Können Sie Ersatz liefern? Bitte um Preis und Dauer.,"Guten Tag, das tut uns leid zu hören. Damit wir Ihnen das passende Ersatzteil anbieten können, benötigen wir bitte die genaue Bezeichnung oder die Artikelnummer des defekten Teils sowie die Seriennummer Ihrer HP-150.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
226,2024-04-24,Fehler im System SNU-200 (Art-Nr 445-09). Spindel meldet Warnung. Was ist los?,"Guten Tag, bitte geben Sie uns an, wie die Warnung im Display exakt lautet. Prüfen Sie zudem, ob die Spindel während des Betriebs übermäßig heiß wird oder ob die Warnung nur bei bestimmten Lastzuständen auftritt. Senden Sie uns zur weiteren Prüfung bitte die Seriennummer zu.",Technische Fehlermeldung,Technische Fehlermeldung,1
227,2024-04-26,SCS-100 noch nicht da. Was ist da los?,"Guten Tag. Um die Verzögerung bei der SCS-100 untersuchen zu können, benötigen wir bitte Ihre Bestellnummer oder die Artikelnummer Ihrer Bestellung.",Lieferstatus,Lieferstatus,1
228,2024-04-26,Status Lieferung CNCF-500 bitte!!,"Guten Tag. Gerne prüfe ich den Status Ihrer CNCF-500. Bitte teilen Sie mir hierfür Ihre Bestellnummer oder die Seriennummer der Maschine mit, damit ich den Vorgang in unserem System eindeutig zuordnen kann.",Lieferstatus,Lieferstatus,1
229,2024-04-26,"Betreff: Inbetriebnahme SCS-100. Wir sind mit der Installation nicht durch. Können Sie jemanden schicken, der uns zeigt, wie das Ding läuft?","Guten Tag. Gerne planen wir eine Inbetriebnahme und anschließende Einweisung für Ihre SCS-100 ein. Um den Prozess zu starten, benötigen wir bitte die Seriennummer der Anlage und die Bestellnummer. Wir werden Ihnen dann zeitnah Terminvorschläge unterbreiten.",Schulung,Schulung,0.9
230,2024-04-27,Können Sie uns ein Angebot für die Wartungspakete der CNCF-500 schicken? Und wie schnell kommen die Teile?,"Guten Tag, gerne senden wir Ihnen ein Angebot für die entsprechenden Wartungspakete der CNCF-500 zu. In diesem Angebot werden wir auch die voraussichtliche Lieferzeit der enthaltenen Komponenten aufführen.",Ersatzteil-Anfrage,Wartung,0.8
231,2024-04-27,unserer CNCF-500 hat sensorfehler. was soll ich machen?,"Guten Tag. Um Ihnen bei dem Sensorfehler an der CNCF-500 behilflich zu sein, benötigen wir bitte die genaue Bezeichnung der Fehlermeldung sowie die Seriennummer Ihrer Maschine. Bitte prüfen Sie vorab, ob die Sensoreinheit frei von Werkstückresten oder Spänen ist.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
232,2024-04-27,"SCS-100 hat einen Defekt am Steuermodul. Wir brauchen dringend Ersatz, die Maschine steht still. Garantie muss greifen!","Guten Tag. Wir verstehen die Dringlichkeit Ihres Anliegens. Damit wir den Garantiefall für das Steuermodul der SCS-100 prüfen können, benötigen wir umgehend die Seriennummer der Maschine. Bitte senden Sie uns zudem eine Beschreibung des Ausfallmoments zu. Wir bemühen uns um eine schnelle Rückmeldung nach Erhalt der Daten.",Garantie-Reklamation,Garantie-Reklamation,0.9
233,2024-04-28,"Sehr geehrte Damen und Herren, ich beziehe mich auf unser Telefonat bezüglich der HP-150. Können Sie mir nun endlich den Status des Versands mitteilen? Wir benötigen die Maschine dringend für ein Projekt.","Sehr geehrte Damen und Herren, bitte entschuldigen Sie die Wartezeit. Ich habe den Vorgang für die HP-150 aufgenommen. Um die genaue Position der Sendung zu bestimmen, benötige ich bitte Ihre Bestellnummer. Ich werde mich nach Erhalt dieser Information unmittelbar bei Ihnen melden.",Lieferstatus,Lieferstatus,1
234,2024-04-28,"Hallo, ich wollte mal nachhören, wie es mit der FSL-300 aussieht. Die sollte eigentlich schon da sein. Habt ihr schon einen Termin für die Spedition?","Guten Tag, vielen Dank für Ihre Anfrage. Damit ich den Liefertermin Ihrer FSL-300 genau prüfen kann, benötige ich bitte Ihre Bestellnummer oder die Rechnungsnummer. Sobald uns diese vorliegt, geben wir Ihnen sofort Rückmeldung zum aktuellen Planungsstand.",Lieferstatus,Lieferstatus,1
235,2024-04-28,Wir brauchen dringend Ersatz für die DM-500. Irgendwelche Infos zur Verfügbarkeit von Ersatzteilen?,"Guten Tag, um Ihnen weiterhelfen zu können, benötigen wir eine konkrete Angabe, welches Ersatzteil Sie für die DM-500 benötigen. Bitte senden Sie uns die Artikelnummer oder die Seriennummer der Maschine zu, damit wir die Verfügbarkeit prüfen können.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
236,2024-04-28,Fehler HP-150. Übertemp. Was machen wir jetzt?,"Guten Tag. Bitte lassen Sie die Maschine abkühlen und prüfen Sie die Kühlmittelversorgung sowie die Funktion der Lüfter. Um die Ursache einzugrenzen, benötigen wir die Seriennummer der HP-150 und die genaue Fehlermeldung im Display.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
237,2024-04-28,"Guten Tag, ich habe eine Frage zur Instandhaltung der HP-150. Gibt es für die jährliche Inspektion spezielle Werkzeugsätze, die man bei Ihnen bestellen kann? Artikelnummern wären hilfreich.","Guten Tag, ja, für die jährliche Inspektion der HP-150 führen wir dedizierte Wartungskits. Damit wir Ihnen die korrekten Artikelnummern nennen können, benötigen wir bitte die Seriennummer Ihrer HP-150, da es je nach Baujahr Unterschiede im Werkzeugbedarf gibt.",Wartung,Wartung,0.9
238,2024-05-01,"Preis für Ersatzteil HP-150, Artikel 10-05-X. Bitte um Angebot.","Guten Tag, vielen Dank für Ihre Anfrage. Wir erstellen Ihnen gerne ein Angebot für den Artikel 10-05-X. Bitte lassen Sie uns noch die Seriennummer Ihrer HP-150 zukommen, damit wir die technische Übereinstimmung bestätigen können.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
239,2024-05-01,Sensorfehler an SNU-200. Gerät reagiert nicht mehr auf Befehle. Art.Nr 44521.,"Guten Tag. Für die Fehleranalyse benötigen wir zusätzlich zur Artikelnummer bitte die Seriennummer der SNU-200 sowie die exakte Fehlermeldung, die auf dem Display erscheint. Bitte versuchen Sie zudem, die Maschine einmal komplett neu zu starten, um zu sehen, ob der Fehler bestehen bleibt.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
240,2024-05-01,Fehlermeldung Spindel bei FSL-300. Was soll ich machen? ArtNr 4452.,"Hallo. Um Ihnen gezielt helfen zu können, benötigen wir die genaue Bezeichnung der Fehlermeldung (z. B. einen Fehlercode). Bitte prüfen Sie vorab, ob die Spindel frei drehbar ist und keine mechanischen Blockaden vorliegen. Bitte ergänzen Sie zudem die Seriennummer Ihres Geräts.",Technische Fehlermeldung,Technische Fehlermeldung,1
241,2024-05-01,Wartungsintervall SCS-100. Wie oft? Danke.,"Guten Tag, die Wartungsintervalle der SCS-100 werden üblicherweise in Betriebsstunden gemessen. Bitte teilen Sie uns die Seriennummer der Maschine mit, damit wir Ihnen den spezifischen Intervallplan für Ihr Modell zusenden können.",Wartung,Wartung,1
242,2024-05-02,"Sehr geehrte Support-Abteilung, wir benötigen für die Wartung unserer DM-500 ein Set an O-Ringen (Bestellnr. ENDI-9921). Ist dieses Set aktuell lieferbar?","Sehr geehrte Damen und Herren, vielen Dank für Ihre Anfrage. Wir prüfen sofort die Verfügbarkeit des O-Ring-Sets (Bestellnummer ENDI-9921) für die DM-500. Wir melden uns in Kürze mit einer Bestätigung der Lieferfähigkeit bei Ihnen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.95
243,2024-05-03,Wir haben Probleme mit der Planung. Die Intervalle für die HP-150 sind unklar. Müssen wir nach Stunden oder nach Kalendertagen warten?,"Guten Tag. Bei der HP-150 orientiert sich der Wartungszyklus an einer Kombination aus Betriebsstunden und festen Zeitintervallen. Um Ihnen eine präzise Tabelle für Ihr spezifisches Modell zu senden, benötigen wir bitte die Seriennummer der Maschine.",Wartung,Wartung,0.9
244,2024-05-03,"Bitte Rechnungsadresse ändern. Neue Adresse: Werk West, Hauptstraße 12, 45249 Essen.","Guten Tag. Wir haben Ihren Wunsch erhalten. Um die Änderung vorzunehmen, benötigen wir bitte noch Ihre Kundennummer oder eine konkrete Bestellnummer, damit wir den richtigen Account finden.",Sonstiges,Sonstiges,1
245,2024-05-07,Status zur HP-150 Bestellung bitte. Wo bleibt das Teil?,"Guten Tag. Um Ihnen den Status der HP-150 nennen zu können, benötige ich bitte Ihre Bestellnummer oder die Seriennummer. Vielen Dank für Ihre Mithilfe.",Lieferstatus,Lieferstatus,1
246,2024-05-08,Lieferung DM-500 noch nicht da. Bitte prüfen!,"Guten Tag, ich helfe Ihnen gerne bei der Klärung. Damit ich die Sendung der DM-500 finden kann, benötige ich bitte Ihre Bestellnummer oder die zugehörige Artikelnummer. Sobald mir diese vorliegt, werde ich den Status umgehend ermitteln.",Lieferstatus,Lieferstatus,1
247,2024-05-08,Haben Sie die HP-150 schon rausgeschickt? Hab noch nix gehört.,"Guten Tag. Damit ich den Versandstatus der HP-150 prüfen kann, benötigen wir bitte Ihre Bestellnummer oder die Rechnungsnummer. Sobald uns diese vorliegt, geben wir Ihnen umgehend Bescheid.",Lieferstatus,Lieferstatus,1
248,2024-05-08,Anfrage Ersatzteil SNU-200. Art-Nr 776-22. Lieferzeit?,"Guten Tag, vielen Dank für Ihre Anfrage. Wir prüfen die aktuelle Verfügbarkeit der Artikelnummer 776-22 für die SNU-200 und teilen Ihnen die voraussichtliche Lieferzeit im nächsten Schritt mit.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
249,2024-05-08,DM-500 Spindel zu heiß. Was tun?,Guten Tag. Bei einer Übertemperatur der Spindel sollte die Maschine sofort gestoppt werden. Bitte prüfen Sie die Kühlmittelversorgung und die Filterreinigung. Für weitere Schritte senden Sie uns bitte die Seriennummer der DM-500 und den Fehlercode aus dem System zu.,Technische Fehlermeldung,Technische Fehlermeldung,0.9
